업체명,카테고리,메뉴,맛,양,배달,리뷰,date
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,맛있음 오징어가 짭짤,2018년 3월 22일 목요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,오늘 좀 역대급으로 맛있었어요 ㅠㅠㅠㅠㅠㅠㅠㅠ 오랜만에 벼르고 벼르다 시켜서 그런건가 진짜 대박 배달하시는 분도 깍듯이 인사하고 가시고 ㅠㅠ 다음번에는 매번 감사해서 뭐하고 드려야겠어요. 오징어튀김이 500원 올랐던데 그만큼 양이 더 늘은것같아서 불만 전혀 없습니다 ㅠㅠ 사장님 가격 조금씩 올라도 괜찮으니 늘 이맛 그대로 맛있게 만들어주세요!,2018년 3월 9일 금요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,존맛 좋아요 ~~~~~~~~~,2018년 2월 28일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),4.0,4.0,4.0,오랜만에 시켜먹었는데 맛있었어용,2018년 2월 24일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),4.0,3.0,3.0,맛있어요 ~ ^^^^^^^^^^^^^^^^^,2018년 2월 7일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,맛있어용 추운신데 배달하시는분 고생많으십니다,2018년 1월 28일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,앱 들어왔다가 영업 종료됐길래 깜짝 놀라서 전화드렸는데 친절하게 받아주시고 배달도 늦어서 죄송하다고 하시더라구요!! 알고보니까 마감 2분 전에 주문한거였어요 ㅠㅠ 오히려 죄송했는데 너무 친절하셔서 감사했어요.ㅜㅜ 일주일에 한번은 꼭 시켜먹어요 너무 맛있어요! 이사가기 전까지 알차게 시켜먹을게요 ㅜ,2018년 1월 14일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),4.0,3.0,4.0,오징어튀김 정말 추천! 맛있고 양많음,2017년 12월 27일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),4.0,5.0,5.0,오징어튀김이 넘 맛있습니다,2017년 12월 18일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,맛있어요!!!♡^^,2017년 11월 18일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,맛있어요????,2017년 11월 18일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,친절하고 빠르고 ㅎㅎ 날이추어서 튀김이 좀 식어서 오는게 아쉽지만 바삭함은 늘 그대로ㅎㅎㅎ맛나요,2017년 11월 11일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,생각보다 빠른배달 놀랐어맛있어요 맛있네요 굿!,2017년 10월 6일 금요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)토핑 추가 선택(햄（6）추가)),5.0,5.0,5.0,맛있어요 오징어 맛있네요,2018년 1월 6일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)토핑 추가 선택(치즈 추가)),4.0,5.0,5.0,매운맛 시킬걸 ㅠㅠㅠ 치즈를 추가했더니..,2017년 12월 18일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)토핑 추가 선택(메추리알（6）추가)),5.0,5.0,5.0,오징어 튀김 맛있어요 배달도 빠름,2017년 10월 20일 금요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이))주먹김밥/1,5.0,5.0,5.0,매번 먹는데지만 항상 맛있네요 ~,2017년 11월 19일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이))주먹김밥/1,4.0,4.0,5.0,맛있게 잘 먹었습니다 !,2017년 10월 7일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이))김말이튀김（3개）/1주먹김밥/1,5.0,5.0,5.0,오징어튀김 무슨일이야 넘맛있어요,2018년 3월 29일 목요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)),5.0,5.0,5.0,떡볶기도 오징에튀김도 맛나요. 국물에 찍어먹는 오징어튀김 역시 최고의 궁합이네요♡,2018년 4월 23일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)),5.0,5.0,5.0,오징어튀김 넘 마싯고 떡볶이도 맛있습니다. 최고에요!!,2018년 4월 14일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)),4.0,4.0,5.0,맨날 순한맛먹다 중간맛 시켰는데 맵긴한데 단맛?은 안느껴졌어요 평소에 들어있던 양배추가 한개도 안보이던데 그때문인건지? 오징어튀김 양도 좀 작아진듯 ㅜ 자주먹는데 에이,2018년 1월 9일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)),5.0,5.0,5.0,오징어 튀김 아주 바삭하고 맛나요! 떡볶이 쫄깃~~ 다음에 또 시켜먹을거에요^^,2018년 1월 7일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)),5.0,5.0,5.0,잘먹었습니다~ 오징어 튀김이 한수네요 ㅋ,2017년 12월 6일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)),5.0,5.0,4.0,중독 쩔어요 진짜 너무 맛있구 양도 많아요..!! 튀김도 굳굳,2017년 11월 20일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 50%（맵다고 느껴질 정도）)떡볶이 선택(떡많이)),5.0,5.0,5.0,양도 많고 오징어튀김도 맛있어요,2017년 10월 1일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(오뎅많이)토핑 추가 선택(치즈 추가메추리알（6）추가)),5.0,5.0,5.0,오찡떡 맛아네요 맵기20% 입맛에 딱맞아서 와이프랑 잘 먹었습니다,2017년 12월 10일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(오뎅많이)토핑 추가 선택(치즈 추가))김말이튀김（3개）/1치즈스틱（3개）/1주먹김밥/2쿨피스 450mL/1,5.0,5.0,5.0,맛잇어여 시켜드세여,2018년 5월 8일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(오뎅많이)토핑 추가 선택(체다치즈 추가떡 추가오뎅 추가))새우튀김 12마리/1,1.0,1.0,5.0,3~4인분 시켰습니다. 배달요청 시간에 딱맞춰서 오셨으나 단무지는 1인분양에 새우튀김 메뉴추가해서 시켰는데 칠리소스도없고 그 흔한 간장 하나 없고 맛도 일반 분식집보다 못하다고 느꼈어요 다시는 안먹을래요,2017년 12월 11일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(오뎅많이)토핑 추가 선택(메추리알（6）추가)),1.0,4.0,4.0,솔직히 가격대비 정말 별로임.... 맛이없음,2017년 10월 10일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(오뎅많이)토핑 추가 선택(당면 추가메추리알（6）추가)),5.0,5.0,5.0,맛양배달 다좋은데요.. 2인분정도 상품으로 판매는안댈까요.. ㅎ,2017년 12월 25일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(오뎅많이))새우튀김 12마리/1김말이튀김（3개）/1,4.0,4.0,4.0,분식중 앤아직까지는 젤루나아여ㅎㅎ,2017년 10월 6일 금요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,너무 맛있어요 매주 먹고싶은 맛,2018년 5월 15일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,다 맛있는데 65분 걸린다는 문자 받고 뜨악... 좀 일찍 오심 좋겠어요 맛은 너무 좋은데...기다리다 졸림 ㅋㅋ,2018년 4월 9일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(반반)토핑 추가 선택(햄（6）추가)),5.0,5.0,5.0,3~4인분은 아닌것 같은 느낌이..맛은 괜찮앗어요,2018년 1월 30일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(반반)토핑 추가 선택(치즈 추가햄（6）추가메추리알（6）추가))김말이튀김（3개）/1오뎅튀김（4개）/1쿨피스 930mL/1,4.0,4.0,4.0,쿨피스 추가한거 안왔는데 ㅠㅠ 친절하게 해결해주셔서 기분나쁘지않았어요. 그래도 다음번엔 까먹지말아주세요 맛있게 잘 먹었습니다 언제나 맛나네요,2018년 5월 15일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(반반)토핑 추가 선택(당면 추가)),4.0,5.0,5.0,떡볶이보다는 오징어 튀김이 맛있는집,2018년 3월 24일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(반반))주먹김밥/1,5.0,5.0,5.0,안맵고 진짜 맛있었어요 감탄하면서 먹음..,2018년 2월 27일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(반반)),5.0,5.0,5.0,오랜만에 주문햇는데 맛있게 잘 먹었습니다.,2017년 12월 10일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(반반)),4.0,4.0,4.0,00+976433235678,2017년 9월 28일 목요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(떡많이)토핑 추가 선택(햄（6）추가메추리알（6）추가))야채튀김（3개）/1,4.0,4.0,3.0,배달이 좀 늦어서 그랬지만 배달오신 분이 너무 정중하게 늦어서 미안하다 하시고 그거보는데 짜증이 확 가심요. 떡볶이고 튀김이고 뭐 두말할거없죠 항상 맛있게 먹어요,2018년 2월 19일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(떡많이)토핑 추가 선택(햄（6）추가메추리알（6）추가))새우튀김 3마리/1김말이튀김（3개）/1야채튀김（3개）/1오뎅튀김（4개）/1,3.0,4.0,4.0,튀김은 진짜 최고인 것 같아요. 오징어튀김도 야채튀김 오뎅튀김도 좋았어요. 잘 먹었습니다,2017년 10월 22일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(떡많이)토핑 추가 선택(치즈 추가))김말이튀김（3개）/1,5.0,5.0,4.0,오 오징어튀김도 맛나고 떡볶이도 맛나네요!,2018년 2월 17일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(떡많이)),5.0,5.0,5.0,바삭한 오징어와 맛난 떡볶이 잘 먹엇습니다.,2018년 5월 8일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(떡많이)),4.0,5.0,5.0,맛있게 잘 먹었습니다.,2018년 4월 1일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(떡많이)),5.0,5.0,5.0,언제나 변함없이 맛있어요,2018년 2월 26일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)쿨피스 사이즈업(쿨피스 사이즈업)떡볶이 선택(떡많이)),5.0,5.0,5.0,완전 맛나네요!! 배달도 친절하시고 예상시간보다 빨리 와주셨네요!! 추천!!!,2017년 10월 28일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)토핑 추가 선택(치즈 추가))김말이튀김（3개）/1치즈스틱（3개）/2,4.0,5.0,5.0,맛있고 배달도 빠릅니다!,2017년 12월 19일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)토핑 추가 선택(치즈 추가)),5.0,5.0,4.0,까다롭게 주문했는데도 니즈를 맞춰주셔서 감사합니다,2018년 2월 6일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)토핑 추가 선택(오뎅 추가))새우튀김 12마리/1,4.0,5.0,4.0,오랜만에 떡뽁이에 튀김 맛있게 먹었어요.,2017년 10월 15일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)토핑 추가 선택(당면 추가))주먹김밥/1,5.0,5.0,5.0,국물 떡볶이라서 정말 맛있었고 양도 짱 많았어용,2018년 5월 3일 목요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)토핑 추가 선택(당면 추가)),5.0,5.0,5.0,국물이 쪼아용 또 시켜먹음,2018년 5월 16일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이))야채튀김（3개）/1,4.0,4.0,5.0,배달하시는 분이 참 친절하시네여 배달도 빠르고 ~ 언제나 맛있게 잘 먹고 있습니다 ~,2018년 4월 7일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이))새우튀김 3마리/1야채튀김（3개）/1주먹김밥/1,5.0,5.0,5.0,맛있어욤~~~~~~,2018년 5월 22일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이))김말이튀김（3개）/1고추튀김（3개）/1오뎅튀김（4개）/1,3.0,3.0,3.0,좋아요..... 굳,2018년 5월 6일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,3.0,~~~~~~~~~~,2018년 5월 23일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,맛있어서 자주 먹어요,2018년 4월 6일 금요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,최애 떡볶이에요 !!!!! 리뷰도 몇번이나 남기는지 모르겠습니당 ㅋㅋㅋㅋㅋㅋㅋ 맛도 서비스도 늘 그대로 갔으면 좋겠어요!,2018년 2월 26일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),4.0,4.0,5.0,떡볶이가 너무 묽다고 해야되나 양념이 덜 밴 맛이에요..오징어 튀김은 맛있네요,2018년 1월 26일 금요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),4.0,4.0,4.0,언제나 맛있게 먹고 있어요 ~,2018년 1월 16일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,요청사항 잘 지켜주셔서 감사합니다. 떡볶이를 안좋아해서 다 오뎅으로만 시켰는데 맛있네요. 튀김도 딱딱한정도도 아니고 바삭한 정도라 제입맛에 잘 맞았습니다. 자주 이용할게요,2018년 1월 12일 금요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,몇번시켜먹어도 맛있네요,2018년 1월 7일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,오징어를 좀 덜 튀기면 조으련만....,2018년 1월 6일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,양많고 맛있습니다 잘 먹었어요~,2017년 12월 22일 금요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,4.0,5.0,떡볶이도 튀김도 너무나 맛있구요 배달하시는 분도 진짜 친절하십니다 ㅎㅎ 얼마전에 먹었는데 또 먹고싶네요,2017년 10월 23일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,주문전화도 친절하시고 좋네요 맛있겠습니다 ㅎㅎ,2017년 10월 5일 목요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(오뎅많이)),5.0,5.0,5.0,빠른 배달 감사합니다,2017년 10월 4일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(햄（6）추가)),5.0,5.0,5.0,짱~ 너무 맛있어요~,2018년 1월 31일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(햄（6）추가)),5.0,4.0,4.0,솔직히 튀김이 더 맛있는듯ㅋㅋㅋㅋ 나중에 튀김만시켜서 먹어봐야렛움,2018년 1월 4일 목요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(치즈 추가당면 추가메추리알（6）추가)),4.0,4.0,4.0,굉장히맛있어요 특히 오징어튀김이 정말 맛있네요 아쉬운점은 떡볶이에도 기본토핑이 조금은 있었으면 좋겠어요,2018년 2월 13일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(치즈 추가))주먹김밥/1,5.0,5.0,5.0,기대했던거보다 훨씬 맛있었어요! 그래서 또 주문하려구요!! 감사합니다~^^,2018년 1월 20일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(치즈 추가)),5.0,5.0,5.0,맛있어요!! 양도많구요 자주 시켜먹으려구요 배달해주신 분도 넘 친절하시네요^^,2018년 1월 24일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(치즈 추가)),5.0,5.0,5.0,오늘도 맛있어요! 감사합니다,2018년 1월 20일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(메추리알（6）추가))김말이튀김（3개）/1고추튀김（3개）/1,5.0,5.0,5.0,자주 먹게 되네요 굿,2017년 10월 28일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(메추리알（6）추가))김말이튀김（3개）/1,5.0,5.0,5.0,자주 먹어요 맛있어요 오징어튀김 베리굿,2017년 11월 15일 수요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)토핑 추가 선택(떡 추가오뎅 추가메추리알（6）추가)),5.0,5.0,5.0,상상이상맛잇음진심 깜짝 놀 랫 어 요,2017년 11월 26일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반))주먹김밥/1,4.0,5.0,4.0,어떨까 시켜봤는데 맛있어서 좋았어요!다음에 또 시켜 먹을게요,2017년 12월 17일 일요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반))오뎅튀김（4개）/2,5.0,5.0,5.0,떡볶이집중 여기가 최고?,2017년 11월 4일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반))오뎅튀김（4개）/1,4.0,5.0,4.0,잘먹었습니다~~~~,2018년 5월 12일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반))오뎅튀김（4개）/1,5.0,5.0,5.0,항상 맛있어요~^^♡,2017년 12월 25일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반))새우튀김 3마리/1주먹김밥/1,5.0,5.0,5.0,맛있어요 자주먹게되네요,2018년 5월 5일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반))김말이튀김（3개）/1튀김만두（4개）/1,5.0,5.0,5.0,오 배달도 빠르고 완젼 맛나요 냠냠,2017년 11월 11일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)),4.0,4.0,4.0,매일 먹어도 안질리는 찡떡 ㅠㅠㅠ,2018년 5월 8일 화요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,20프로 매운맛했는데 넘모 맛있어여 담에는 50프로로 조금 맵게 먹어볼게여,2018년 4월 2일 월요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,넘 마싯엇어요 ㅋㅌㅌㅌㅌ,2018년 3월 17일 토요일
찡떡-통오찡어떡볶이,분식,오찡떡（3~4인분）/1(매운맛 선택(매운맛 20%（시장에서 사먹던 정도）)떡볶이 선택(반반)),5.0,5.0,5.0,맛이 끝내줍니다 짱짱,2018년 3월 15일 목요일
