업체명,카테고리,메뉴,맛,양,배달,리뷰,date
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(콜라 1.25L로 변경)),4.0,5.0,5.0,싱겁게 부탁했는데 조금 짜게왔어요 다음에는 싱겁게 부탁드립니다,2018년 2월 17일 토요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(순살로 변경콜라 1.25L로 변경))로제소스/2(파스타면 추가(파스타면 추가))크림소스/2(파스타면 추가(파스타면 추가)),4.0,4.0,1.0,역시나 단골등극입니다 맛있게 잘 먹었습니다 그런데 배달이... 오자마자 상태보고 정말 막말나오는거 와이프가 말려서 겨우 참았습니다 다음부터는 조심해 주셨으면 합니다 소스가 다 엎질러져서 왔습니다,2018년 5월 11일 금요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(순살로 변경콜라 1.25L로 변경)),5.0,5.0,5.0,너무나 맛있게 생긴거있죠...ㅎ 배터지게 먹구 다음에 또 시킬게용~,2017년 12월 29일 금요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(순살로 변경매운간장으로 변경)),5.0,5.0,5.0,너무 너무 맛나요 !!! 저번에도 이번에도 항상 맛이 있어서 계속해서 시켜먹고 싶습니다 헤헤헤헿ㅎ헤헤헤헤헤헤헤헿 넘 맛있엉.. 가격대비 양도 적당하구여 ㅎㅎㅎ,2018년 3월 5일 월요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(순살로 변경)),1.0,1.0,1.0,다시는 안먹을려고요. 한시간이면 온다더니 두시간이 지나도 안와서 전화해보니 무슨 배달대행업체 핑계만되고 사과한번 하는게 그렇게 어려운지 따지기 전까지 오히려 자기들 잘못아니라는 태도가 영 별로네요.,2018년 4월 22일 일요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(순살로 변경)),5.0,5.0,5.0,??맛있어여! ㅋㅋ,2018년 4월 15일 일요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(순살로 변경)),5.0,5.0,5.0,안질려요~~^^ 치킨 중 젤맛나는듯,2018년 3월 3일 토요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(매운양념으로 변경)),5.0,4.0,3.0,맛있어요 잘먹엇습니다배달도빠르고좋네요,2018년 4월 27일 금요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(매운양념으로 변경)),1.0,2.0,3.0,절대 비싼 값 하지 않습니다,2018년 3월 25일 일요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(매운양념으로 변경)),5.0,5.0,5.0,배달도 30분만에 오시고...치즈스틱까지...감사합니당..따뜻하게 잘먹었습니다..오늘도 역시 한입 베어먹는데..파리에 다녀온 첫맛..ㅎㅎ 드셔보시면 아실듯..ㅎㅎ.감사합니다~,2018년 1월 9일 화요일
파리에다녀온치킨-건대점,치킨,양념／간장/1(반반 추가 선택(매운간장으로 변경)),3.0,3.0,3.0,맛있어요 ㅋ 근데 뼈가없어서 순살로 변경되서 아쉬웠어요 순살은 비게?가 많아서 ..,2018년 4월 19일 목요일
파리에다녀온치킨-건대점,치킨,양념／간장/1,5.0,5.0,5.0,혼자서 원래 한세트 다먹는데 이건 다 못먹을정도로 양 많고 맛 좋음 한달에한번정도는 시켜먹을생각임,2018년 2월 14일 수요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1크림소스/1,5.0,5.0,1.0,배달한시간넘게걸렸지만 배달원센스있게파리에서오느라늦었다하고 ㅋ 금욜이라바쁜걸감안합니다 애들하고 아주맛있게먹었어요,2018년 2월 24일 토요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1매운양념소스 추가/1빠다간장소스 추가/1,4.0,4.0,4.0,매운양념 반반했는데 적당히 맵고 맛있어요~!!,2018년 3월 9일 금요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(콜라 1.25L로 변경))후라이드／간장/1(추가선택(콜라 1.25L로 변경))사이다/1양념소스 추가/1,5.0,5.0,5.0,잘 정도로 기다려요,2018년 3월 20일 화요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(콜라 1.25L로 변경))프렌치프라이/1(스노잉양념 추가(스노잉양념 추가)),2.0,2.0,3.0,닭비린냄새가 마니 나요ㅠ,2018년 2월 11일 일요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(콜라 1.25L로 변경))파스타면 추가/1,5.0,5.0,5.0,양이많네요~또 주문할게요~,2017년 12월 2일 토요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(콜라 1.25L로 변경))앙뜨양념치킨/1,5.0,5.0,5.0,너무너무 맛있어용 너무 오랜만에 가시 주문했는데 사장님의 서비스~~ 완전 대박!! 너무 잘먹었어용 기존 타브랜드와는 차별화된 서비스~~ 그리고 맛!! 추천 꾸욱 남기고 갑니다!! 절대절대 후회 없는 맛이에요!! 사장님 맛있게 잘먹었슺니다 담에도 주뭄 또 할깨용!!,2018년 5월 10일 목요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(콜라 1.25L로 변경))메이플시럽 추가/2,2.0,5.0,1.0,설마펩시는 아니겠지했는데 펩시에서 마이너스 치킨 눅눅하고 식어서 옴 마이너스 바쁜시간대라 이해해도 마이너스 치킨무는 맛있고 편리하게온부분 굿 제발 맛만있어라 리뷰 간지나게 갈길거다 마음먹었는데 아쉬운부분,2017년 11월 17일 금요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(콜라 1.25L로 변경)),5.0,5.0,5.0,요교식신으로 첨으로만쩜준집 밤늦은시간평점보고반신반의시킴 감튀서비스감동 식감 겉은바삭 속은촉촉부드러움 아주싱싱한닭으로보임 군내나 핏물이나 딱딱하고질긴맛 1도없음 정시배달 배달원도친절 애들도잘먹을듯 담엔 다른메뉴도시켜먹을예정임,2018년 2월 5일 월요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(순살로 변경콜라 1.25L로 변경)),5.0,5.0,5.0,배달도 금방오고 먹는사람을 배려하는 사장님의 센스있는 글귀가 인상적이네요. 방금 감자튀김과 치킨을 먹었는데 감자튀김도 맛있고 치킨도 따뜻하고 부드럽네요.ㅎㅎ 잘 먹겠습니다. 조금 아쉽다면 봉지들에 기름기가 많이 묻어있는게 바쁜시간인가봐요 ㅠㅠ 그래도 감사히 잘먹겠습니다. !!!!,2018년 2월 8일 목요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(순살로 변경))해쉬브라운（4ea）/1,5.0,5.0,5.0,좋습니다 최고에요 늘,2018년 1월 24일 수요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1(추가 선택(순살로 변경))양념소스 추가/1,5.0,5.0,5.0,벌써 8번이나 시켜먹은 곳입니다. 파스타 소스와 치킨의 조화가 아주 맛있어서 먹고싶을때 마다 시켜먹는데 언제나 맛있네요ㅎ 배달도 금방오고ㅎ 강추합니다,2017년 10월 22일 일요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1,1.0,3.0,5.0,1 완전 다타서 옴. 2. 새로 보내주심 감사 3. 같이드시는 분들한테 욕먹는중. 심지어 닭다리가 맛이 없을수가 있냐고함. 4. 감자는 맛있다고 함 5. 모두들 살면서 이렇게 맛없는 닭은 처음이라고... 6. 야구장 앞에서 파는 저질닭같음.,2018년 4월 21일 토요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1,5.0,5.0,4.0,맛있는데 좀 눅눅해져서 왔네요 문자로 50분 소요된다했는데 그 정도 돼서 왔고요 맛 괜찮아요 로제소스입니다,2017년 10월 15일 일요일
파리에다녀온치킨-건대점,치킨,앙뜨후라이드치킨/1,5.0,5.0,5.0,저는 치킨을 후라이드만 먹습니다. 왜냐하면 양념이 가미되지 않은 기본적인 치킨이므로 얼마나 제대로 만드느냐를 명확히 알 수 있기 때문이죠 보시다시피 파리에다녀온치킨은 튀김옷부터가 다릅니다. 그야말로 바삭의 극치죠. 거기에다가 짭짤한 케이준 감자튀김을 곁들이면 그야말로 화룡점정..... 사실 먹으면서 추가 사진을 찍으려했으나 먹는데 집중하다보니 어느새 뼈만 남았더군요 ㅠㅠ 그래서 먹기전 사진만 올리는게 아쉽습니다 결론 : 맛있는 치킨을 먹고 싶다면 파리에다녀온치킨 콜!,2017년 10월 15일 일요일
파리에다녀온치킨-건대점,치킨,앙뜨양념치킨/1치즈스틱/1,5.0,5.0,5.0,사장님 친절하시고 맛있게 잘 먹었어요~,2018년 3월 12일 월요일
파리에다녀온치킨-건대점,치킨,앙뜨양념치킨/1(추가 선택(순살로 변경))크림소스/1(파스타면 추가(파스타면 추가)),5.0,5.0,5.0,완전맛잇엇어요!!그래서오눌 다시 시켯습니당ㅎ,2017년 12월 27일 수요일
파리에다녀온치킨-건대점,치킨,앙뜨양념치킨/1(추가 선택(순살로 변경))치즈스틱/1,2.0,2.0,3.0,맛남 맛남 괜춘합니다 순살없대서 못먹었지만,2018년 1월 8일 월요일
파리에다녀온치킨-건대점,치킨,앙뜨양념치킨/1(추가 선택(순살로 변경))로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경순살로 변경파스타면 추가)),5.0,4.0,2.0,요즘 흔한 브랜드의 치킨들과는 다른 맛이 확실히 있는거 같습니다. 처음 먹어보는것에 두려움을 확 깨버린 맛있는 치킨이였습니다.^^ 앞으로 자주 시켜먹을거 같네요~~ 로제/일반 양념 맛있어요~~ 강추!!!! 아!! 배달 속도는 아쉽습니다.ㅠㅠ 치킨이 눅눅해져서 온거 같은??? 느낌은 있었네요..,2017년 11월 20일 월요일
파리에다녀온치킨-건대점,치킨,앙뜨양념치킨/1(추가 선택(순살로 변경)),5.0,5.0,5.0,맛있구요 양많구요 친절하구요 감사하구요 잘먹을게요^^,2018년 1월 5일 금요일
파리에다녀온치킨-건대점,치킨,앙뜨양념치킨/1,5.0,5.0,5.0,맛이 너무 좋아요!다음에 도 먹고싶다,2017년 12월 20일 수요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1크림소스/1,5.0,4.0,4.0,여긴 소스가 예술임. 메뉴보면 느끼할거 같은데 전혀 느끼하지않고 깔끔함.,2018년 2월 23일 금요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1(추가선택(콜라 1.25L로 변경))로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경파스타면 추가)),5.0,5.0,5.0,이번에도맛있네요~ 로제는 이미 맛있었고 간장치킨 리뷰가많아서시켜봤는데 역시 맛있네요ㅎㅎ 감자튀김도잘먹었네요~ 많이파시고 서비스도 듬뿍주세요~,2017년 12월 3일 일요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1(추가선택(콜라 1.25L로 변경)),5.0,5.0,5.0,맛있게 먹었어요.^^ 가게 참 친절하시네요. 앞으로 많이 주문할 게요. 감사해요~,2018년 3월 9일 금요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1(추가선택(순살로 변경콜라 1.25L로 변경매운간장으로 변경))핫치즈소스/1,5.0,4.0,3.0,유학파 치킨집!!! 정말 맛있습니다^^ 소스들도 너무 맛있어요 치킨에 딱!!!,2018년 1월 13일 토요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1(추가선택(순살로 변경콜라 1.25L로 변경매운간장으로 변경)),5.0,5.0,2.0,간장맛 솔직한 후기입니다. 진짜 대박 맛있었습니다!!!! 3가지맛 소스에 찍어 드시는것도 강력추천!!! 여자친구와 너무 감탄을 하면서 맛있게 아주아주 잘 먹었습니다. 꼭!!! 소스와 함께 드시는거 추천추천!!! 사장님 정말 맛있게 먹었어요~~^^ 글 쓰면서도 맛이 생각 나네요~~,2017년 11월 25일 토요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1(추가선택(순살로 변경)),5.0,5.0,5.0,?jb?吃！！！！！,2018년 4월 16일 월요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1(추가선택(순살로 변경)),5.0,5.0,5.0,나는 오늘도 달린다 치킨 컴,2018년 2월 27일 화요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1(추가선택(순살로 변경)),5.0,5.0,5.0,겁나 맛나요 감튀 따로포장해달라했는데 같이주셨어요ㅠㅠ 다음에는 따로주세요~~,2018년 1월 27일 토요일
파리에다녀온치킨-건대점,치킨,앙뜨간장치킨/1(추가선택(매운간장으로 변경)),5.0,5.0,4.0,저번보다 배달이 빨라졌어요! 일단 치킨은 베스트라 깔고갑니다:),2018년 4월 4일 수요일
파리에다녀온치킨-건대점,치킨,스노잉에펠탉/1(추가 선택(순살로 변경콜라 1.25L로 변경))간장소스 추가/1어니언소스/1,5.0,4.0,4.0,소스가 하나하나 너무 맛잇네요~ 항상 맛잇게 먹고있습니더!,2018년 2월 20일 화요일
파리에다녀온치킨-건대점,치킨,스노잉에펠탉/1(추가 선택(순살로 변경)),5.0,5.0,5.0,ㅠㅠㅠ맨날 한시간 반씩 걸려서 오늘도 사실 기대안하고 있었는데 처음으로 30분만에 배달와서 넘 좋아요 ㅠㅠ 따뜻한 치킨 맛볼수있어 좋네요 ㅜㅜ 진짜 맛있어용 자주 시켜먹고 있습니다! ㅎㅎㅎ감사합니다,2018년 2월 6일 화요일
파리에다녀온치킨-건대점,치킨,스노잉에펠탉/1,5.0,5.0,5.0,역시 양도많고 맛있어요 !!! 근데 스노윙에펠탉이 원래 소스 없나요?? 처음 먹어봐서요,2018년 3월 26일 월요일
파리에다녀온치킨-건대점,치킨,스노잉에펠탉/1,5.0,5.0,5.0,맛있는데 좀느끼해서 금방질려요 근데 맛은좋네요,2017년 11월 3일 금요일
파리에다녀온치킨-건대점,치킨,빠다간장에펠탉/1양념소스 추가/1,5.0,5.0,5.0,헐 ㅠㅠ 사진을 깜빡했네요 ㅠㅠ 지금 메뉴 하나하나 다 시켜먹고있는데 맛있어요!! 양념소스가 짱인듯,2018년 4월 4일 수요일
파리에다녀온치킨-건대점,치킨,빠다간장／츄로스/1어니언소스/1(파스타면 추가(파스타면 추가)),5.0,5.0,5.0,맛잇엇어요 ㅎㅎㅎㅎ,2018년 1월 16일 화요일
파리에다녀온치킨-건대점,치킨,빠다간장／츄로스/1(추가 선택(순살로 변경)),4.0,4.0,3.0,배갈은 좀 느리지만 신선 한 맛이였어요 ㅎ,2018년 1월 25일 목요일
파리에다녀온치킨-건대점,치킨,반마리 양념치킨/1치즈스틱/1해쉬브라운（4ea）/1,5.0,5.0,5.0,한마리는 자꾸 남겨서 반마리메뉴가있길래 사이드랑 같이 시켰는데 감튀까지들어서 양이 많네여 같이시킨 해쉬랑치즈스틱이 좀 망가졌다고 새로해주신것까지 같이보내주셔서 큰 봉투 받아들고 깜놀 ○_○ 항상 왕 친 절하시네여 ~ 물론 맛도있구용 ^^,2017년 10월 25일 수요일
파리에다녀온치킨-건대점,치킨,반마리 스노잉에펠탉/1(반마리 추가 선택(로제소스 추가파스타면 추가))프렌치프라이/1,5.0,5.0,5.0,진짜 맛있어요 건대가면 꼭먹어야됨 무조건 로제소스랑 파스타면추가 하세요!!!,2018년 4월 11일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1어니언소스/1,5.0,5.0,5.0,배달도 빠르고 식지도 않았구요 진짜 맛있어요,2018년 5월 12일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1생맥주 1000cc/1,5.0,5.0,5.0,양 진짜 많고 기존에 먹었던 치킨이랑 확실히 달라요! 로제소스에 찍어 먹으니 새롭네요! 맛있게 먹었습니다!,2018년 2월 20일 화요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1매운양념소스 추가/1,4.0,5.0,5.0,배달도 더 빨리 왔고 로제 소스가 너무너무 맛있어여! 이사가기 전에 마지막 배달이라 나중에 건대 오면 또 먹겠습니다 존맛탱인정 흑흑,2018년 1월 20일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(파스타면 추가)),5.0,5.0,5.0,상자도 이쁜데 맛은 렬루다가 예술임,2018년 5월 5일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(파스타면 추가)),5.0,5.0,5.0,이벤트도잇나요..? 참여가능항건가 ㅜ 너무맛잇어요 ㅠ 맨날 크림소스목다가 로제먹엇더니 또다른 맛잇음이네요!! 충성ㅋㅋㅋ,2018년 4월 25일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(파스타면 추가)),5.0,5.0,5.0,예상소요시간보다 훨씬 빨리왔어요,2018년 4월 7일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(파스타면 추가)),2.0,2.0,1.0,엄청 느끼해요 배달도 너무 느리고ㅠㅠ 식히고 먹으니까 그래도 그나마 먹을만했어요,2018년 2월 4일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경파스타면 추가))프렌치프라이/1(스노잉양념 추가(스노잉양념 추가)),5.0,5.0,5.0,맛있고 따뜻하게 배달되서 아주 좋네요!!!!,2018년 4월 26일 목요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경파스타면 추가)),5.0,3.0,3.0,소스는 생각이상으로 맛있었는데 치킨에서는 탄맛인지 뭔지 모를 이상한 맛이 조금 나서 별로였네요 그래도 나쁘진 않았네요,2017년 12월 20일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경순살로 변경파스타면 추가)),5.0,5.0,3.0,맛있는데 탄찌끄러기가 많네요 ㅠㅠㅠ,2017년 11월 30일 목요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경순살로 변경파스타면 추가)),3.0,3.0,4.0,좋아욥||!!! 맛이 괜찮아욥,2017년 10월 1일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경순살로 변경)),5.0,4.0,3.0,리뷰이벤트로 크림소스 추가했는데 스프맛이 나네요! 맛있어요. 사진은 먹다가 아차 하고 찍은 거라 원래 양은 아니에요 ㅋㅋ 늘 먹는 로제순살 이번에도 맛있어용,2018년 5월 12일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경순살로 변경)),5.0,5.0,4.0,정말 맛있고 형이랑 둘이서 먹는데도 양이 남네요 정말 만족스럽습니다!,2018년 4월 28일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경순살로 변경)),5.0,5.0,5.0,감자도 많이 주시고 예상시간보다 배달이 빨라서 좋았어요! 로제 순살로 시켰는데 전에 먹었을 때보다 더욱 맛있었습니당 최고,2018년 4월 4일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경순살로 변경)),4.0,4.0,4.0,치킨이 좀 탄 느낌? 그거 제외하고 맛있게 잘 먹었습니다.,2018년 1월 19일 금요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경))양념／스노잉/1프렌치프라이/1,5.0,5.0,5.0,로제1닭..스노잉반닭..양념반닭 시켰어요~ 다맛있어요^^ 로제소스가 대박ㅋㅋㅋㅋ 참시켜먹었는데..자주이용할듯하네요ㅎㅎ 친구들도 다 맛있다고~ 서비스로 치즈스틱도 주심~ 잘먹었습니다ㅋㅋ 번창하세요~,2017년 11월 26일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(콜라 1.25L로 변경)),5.0,5.0,5.0,진짜 맛있네요 바삭바삭하고 로제소스랑 치킨 너무잘어을려요 서비스 감자튀김도 팍팍넣어주시는 인심까지.. 그냥 소스없이먹어도 괜찮아요! ! 그냥치킨느낌보단 요리같은 느낌! !,2018년 4월 7일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가))치즈스틱/1(스노잉양념 추가(스노잉양념 추가)),5.0,5.0,5.0,최고 그 이상의 감동:D,2017년 12월 3일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),3.0,3.0,5.0,배달은 빠르고 좋았어요. 맛은 그냥 그럭저럭,2018년 5월 23일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,5.0,5.0,너무맛잇음 소스가 조금 부족 소스추가가능하나여?,2018년 5월 7일 월요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,5.0,5.0,배달도 빨랐고 치킨도 맛있어요~,2018년 5월 3일 목요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,5.0,5.0,대박 x맛있다 ㅠㅠ ㅠㅠ ㅜㅠㅠ 파스타면추가한거 빼곤 뭐 대박맛있어요 진작 알았어야했다 이곳을 ㅠㅠ,2017년 12월 24일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,5.0,5.0,존맛탱. 사장님 센스 좋으시고 맛있어요.,2017년 12월 7일 목요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,5.0,5.0,매번 너무 잘 먹고 있습니다. 오늘도 시켜먹어야지,2017년 12월 7일 목요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,5.0,4.0,결국 예정시간보다는 늦었지만 보아하니 지키려고 노력하신 것 같네요... 물론 치킨은 따뜻하게 도착했고 맛있게 잘 먹었습니다!!,2017년 12월 4일 월요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,5.0,5.0,여기에서만 시켜 먹습니다. 오늘도 시켜먹을 예정이죠.,2017년 11월 27일 월요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,5.0,5.0,광진구에서 이만한 곳 찾아보기 힘들듯,2017년 11월 21일 화요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,4.0,4.0,매번 시켜먹는 곳이에요. 추천 합니다.,2017년 11월 21일 화요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,4.0,4.0,배달이 좀 아쉽지만 존맛탱,2017년 11월 15일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,4.0,4.0,양이 더 많으면 좋겠어요. 사장님 센스 있으시고 맛있어요,2017년 11월 15일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),5.0,4.0,5.0,매번 너무 신경 써주셔서 잘 먹고 있습니다,2017년 11월 15일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경파스타면 추가)),4.0,5.0,4.0,몇번 시켜먹은 뒤 소스가 부족해서 더 달라고 하였는데 저렇게나 많이 보내주셔서 정말 배 터지게 먹었습니다. 아직도 목구멍 끝까지 차 있는 느낌입니다. 이제 여기서만 주문 하려구요. 잘 먹었습니다 사장님.,2017년 10월 6일 금요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경))크림치즈소스/1,5.0,5.0,5.0,미차버려요 ㅠㅠ 그냥 말이필요없음 ㅠㅠ 엄지척,2018년 1월 28일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경))크림소스/1,3.0,3.0,3.0,건대에서 이미 먹어보고 맛있어서 또 시킨 거에요 배달도 맛있어요 소스가 조금 새서 오긴했지만ㅠㅠ 밖에 비가 오니까 이정도면 이해합니당 앞으로도 자주 시켜먹을게요~~~ 쿠폰 너무 귀엽네요ㅎㅎㅎ원래 쿠폰이 더 귀엽긴하지만...ㅎㅎㅎ,2018년 3월 4일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,5.0,매장에서 먹어보고 반해서 배달시켰는데 양도 맛도 똑같아요!!!!! 존맛탱...? 빨래 다됐길래 주문하고 널고있는데 다 널기도전에 총알배달 ㅜㅜㅜㅜ짱이에욥... 다들 시켜드세요 두번드세요??,2018년 5월 24일 목요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,5.0,요 닭튀김을 요 로제 소스에 찍어먹으면 을매나 맛있게요~~~~~~~~양도 적지도 않아요 배달 시간은 멀리 사는 제가 잘못한걸로 할게요. 맛있쩌영,2018년 5월 22일 화요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,5.0,항상 여기서 시켜먹어요 서비스로 치즈스틱도 같이 주셔서 감사합니다,2018년 5월 20일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),4.0,4.0,4.0,로제 어무 맛있어요 더보다 남편이 젤로 좋아하네요 ㅋㅋ,2018년 4월 5일 목요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,5.0,로제치킨 꼭 먹어보고싶었는데 로제소스도 따로 주시고 치킨 양도 많고 배달도 빨랐어요 잘 먹을게요 ?? 또 시켜 먹을거에요,2018년 3월 30일 금요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,5.0,어제 시켜먹었는데 대민족이닭~,2018년 3월 11일 일요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,4.0,5.0,치킨 진짜 건대에서 제일 맛있는집! 강추합니다,2018년 3월 3일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,4.0,굿굿굿 너무 맛잇어요,2018년 2월 27일 화요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,5.0,맛있어요 로제 시켜 먹는데 항상 양도 많고 배달도 생각보다 빨라요,2018년 2월 17일 토요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),4.0,5.0,3.0,소요시간 45분 문자주셨는데 한시간 40분 만에 배달왔네요 배달시간만 지켜주셨으면 감사할것 같아요ㅠㅠ 치킨도 다 식고 감튀도 눅눅해졌지만 ㅠㅠ 소스가 맛있네여,2017년 12월 27일 수요일
파리에다녀온치킨-건대점,치킨,로제에펠탉/1(에펠탉 추가 선택(순살로 변경)),5.0,5.0,4.0,배달 1시간 5분 걸렸는데 기다린보람 있었어용 맛있어요!! 엄청 바삭해서 잇몸아파여 근데 맛있어용 스파게티 소스에 담궜다 먹으면 정말 맛있어요 그리고 치킨무진짜 맛있음...,2017년 12월 23일 토요일
